transaction_id,customer_name,phone_number,age,city,transaction_date,product_category,amount,payment_method
237136,Alice,09452195043,,San Francisco,2023-09-11,Electronics,391.72,credit card 
520219,David,09179671434,,Seattle,2023-12-20,Toys,,credit card
933297,Bob,09985127400,,Chicago,,Clothing,,credit card
799123,David,09353683512,21.0,Chicago,2023-06-02,Books,,credit card
821876,Alice,09988064843,86.0,San Francisco,,Home & Kitchen,,paypal
893075,Grace,09351310431,,Houston,2023-02-28,Sports,10000.0,credit card
782095,Charlie,09355648886,,Seattle,2023-01-06,Groceries,,cash
720696,Bob,09175263612,,Chicago,,Clothing,10000.0,cash
110000,Eva,09179436449,,,2023-03-29,Toys,,credit card
875925,David,09984739790,,San Francisco,,Electronics,,debit card
777920,Bob,09985494020,,New York,2023-09-11,Home & Kitchen,,credit card 
343934,Eva,09982924178,22.0,San Francisco,2023-04-19,Groceries,,
635798,David,09451240680,,Los Angeles,2023-04-03,Groceries,,cash
892118,Grace,09985862942,,San Francisco,,Clothing,,paypal
715353,Henry,09988052338,,Miami,2023-07-31,Groceries,,cash
722780,Frank,09200271302,,Chicago,2023-10-22,Toys,,debit card
501035,Bob,09174797337,,Houston,2023-05-19,Home & Kitchen,,cash
711162,Henry,09358420787,44.0,Los Angeles,2023-12-20,Groceries,377.15,debit card
895636,Frank,09984533150,,Houston,,Sports,,cash
396006,Frank,09207414763,,San Francisco,2023-07-24,Toys,,credit card 
564209,Henry,09170129895,,Seattle,,Clothing,,paypal
280792,Henry,09208444644,,Chicago,2023-02-14,Home & Kitchen,388.96,paypal
114543,Eva,09352826312,37.0,San Francisco,2023-01-20,Electronics,,credit card 
687754,Alice,09202092416,,Chicago,2023-03-11,Clothing,,paypal
542675,Henry,09988704736,,Chicago,2023-04-15,Books,,debit card
298243,Frank,09456718430,,Houston,2023-06-13,Clothing,,debit card
624908,Charlie,09353553642,,Los Angeles,2023-03-14,Sports,,
213999,Frank,09987681405,,New York,2023-11-03,Groceries,,cash
722516,David,09358346585,,Los Angeles,,Electronics,,debit card
448749,Grace,09454992985,,Houston,2023-05-29,Electronics,10000.0,paypal
138429,Bob,09456803119,60.0,Seattle,2023-06-14,Clothing,,
637189,Eva,09980084700,,Chicago,2023-08-10,Home & Kitchen,10000.0,cash
151574,Alice,09986087394,,San Francisco,,Toys,70.54,credit card
964387,David,09172058503,,Los Angeles,2023-01-03,Home & Kitchen,453.16,cash
263830,Charlie,09455486973,,Los Angeles,2023-12-15,Groceries,,
904032,Bob,09457306011,,Chicago,2023-02-07,Sports,10000.0,cash
707059,Bob,09454421606,,New York,,Sports,75.32,cash
654728,Alice,09357446798,,Miami,2023-09-15,Groceries,,paypal
184293,Charlie,09355715047,,New York,2023-02-26,Groceries,,paypal
618213,Bob,09173993907,,Los Angeles,2023-11-16,Clothing,,credit card
261557,Alice,09989885528,,New York,2023-08-24,Home & Kitchen,10000.0,credit card
386530,Grace,09173301525,,Seattle,,Toys,10000.0,cash
789359,David,09456313152,,Seattle,,Groceries,169.34,debit card
827703,Frank,09987387551,40.0,Seattle,2023-08-11,Toys,499.67,credit card
153932,Henry,09455993464,,New York,2023-12-23,Books,,debit card
595115,David,09175396379,,Miami,2023-08-30,Home & Kitchen,,debit card
809418,Bob,09453259971,,New York,2023-04-25,Groceries,,debit card
873180,Grace,09203085031,,Los Angeles,2023-08-09,Sports,,cash
686583,Grace,09986299628,,San Francisco,2023-10-24,Sports,,debit card
585492,Frank,09170620457,,Chicago,2023-07-06,Electronics,160.97,
221061,Henry,09359461490,,Los Angeles,,Sports,360.76,paypal
886977,Henry,09172333753,,San Francisco,2023-11-07,Sports,289.06,debit card
486434,David,09207927001,,Los Angeles,2023-07-07,Sports,10000.0,debit card
445432,Alice,09351702035,52.0,Miami,2023-07-07,Groceries,,paypal
932629,David,09177887387,,Los Angeles,2023-04-26,Electronics,,
835897,Frank,09202269081,,Miami,2023-10-03,Sports,10000.0,credit card
514225,Eva,09207196131,,Seattle,2023-03-30,Home & Kitchen,,debit card
978793,Frank,09176810728,19.0,Los Angeles,2023-12-02,Toys,,cash
407454,Grace,09172825544,,San Francisco,,Electronics,,cash
550355,Charlie,09174301801,,Chicago,2023-08-14,Toys,472.75,paypal
650260,Eva,09980511718,,Chicago,,Books,121.82,paypal
214576,David,09455824658,,Chicago,2023-11-21,Groceries,276.9,paypal
485780,Henry,09358027852,,Seattle,2023-12-31,Home & Kitchen,,paypal
619387,Alice,09980581001,56.0,San Francisco,2023-11-17,Home & Kitchen,,paypal
126772,Henry,09209139992,19.0,Los Angeles,2023-03-11,Groceries,,debit card
529991,Alice,09205243189,,San Francisco,2023-05-10,Toys,,paypal
306474,Henry,09204389916,,Chicago,2023-03-26,Toys,10000.0,cash
160522,Henry,09176075346,,New York,2023-07-06,Toys,,debit card
556101,Grace,09986800328,,Chicago,2023-01-24,Toys,,debit card
476004,Charlie,09171558038,,Chicago,2023-05-01,Clothing,,credit card 
801711,Henry,09989890894,,Miami,,Sports,10000.0,paypal
521817,Frank,09353589855,,Miami,2023-10-05,Sports,,
641779,Charlie,09458144490,54.0,San Francisco,,Toys,,paypal
235766,Henry,09352305098,,Seattle,2024-01-01,Home & Kitchen,,credit card
810407,Henry,09171589074,,Seattle,2023-04-15,Clothing,157.77,cash
725153,David,09353824601,,Houston,2023-01-31,Clothing,,
377697,Bob,09204578317,,Chicago,2023-09-04,Clothing,,paypal
619917,David,09203734764,72.0,Miami,2023-05-18,Sports,,debit card
507401,Charlie,09203316251,,New York,2023-04-24,Home & Kitchen,,debit card
148747,Charlie,09179158529,,Houston,,Clothing,,credit card
116884,Bob,09455951372,,,2023-10-10,Groceries,10000.0,paypal
189908,Frank,09359668984,,San Francisco,2023-04-26,Toys,,debit card
271661,David,09206563769,,Houston,2023-07-04,Groceries,,cash
332454,David,09452231024,,Houston,,Electronics,,debit card
145322,Alice,09355547779,44.0,,2023-06-05,Electronics,165.35,credit card 
261590,Alice,09456150073,,Los Angeles,2023-06-14,Books,,debit card
948706,Grace,09178592888,,Miami,2023-10-30,Groceries,,debit card
242629,Alice,09980683447,,Miami,2023-01-31,Clothing,,credit card
836232,Bob,09172974319,,New York,2023-12-28,Sports,,
610909,Henry,09985669862,,Los Angeles,2023-08-04,Clothing,268.01,cash
106915,David,09455359271,,Seattle,,Books,,credit card
859364,Eva,09989595354,,Seattle,2023-11-29,Toys,10000.0,cash
437285,Eva,09355123576,,Chicago,2023-12-28,Electronics,,cash
910498,Henry,09352934795,,New York,,Home & Kitchen,10000.0,debit card
627622,David,09201330185,,New York,2023-06-29,Books,,credit card
964165,Grace,09452472909,,Chicago,2023-01-17,Sports,10000.0,
373978,Alice,09353856500,,San Francisco,2023-05-17,Clothing,421.6,credit card 
941978,David,09202269415,21.0,San Francisco,2023-02-14,Home & Kitchen,,debit card
453467,Charlie,09207956433,,Miami,2023-01-15,Electronics,222.98,debit card
766989,Alice,09209338463,,San Francisco,2023-06-24,Clothing,,credit card
141689,Bob,09450571703,,Houston,2023-05-22,Books,,
341111,Alice,09174248360,,New York,2023-03-09,Toys,10000.0,cash
113648,Henry,09179331914,,New York,2023-12-11,Books,10000.0,debit card
219164,Frank,09202070965,,Los Angeles,,Electronics,,cash
766386,Frank,09179684603,,Houston,,Home & Kitchen,257.17,credit card 
936656,David,09357209009,,Houston,2023-03-28,Groceries,281.95,credit card 
744174,Bob,09456037030,,New York,2023-08-06,Clothing,,
724184,David,09354482392,,Chicago,2023-07-08,Electronics,10000.0,debit card
311511,Henry,09209267385,,Los Angeles,2023-11-17,Groceries,,debit card
421088,Grace,09455413016,,Los Angeles,,Clothing,,cash
906064,David,09359168299,37.0,New York,2023-01-13,Groceries,,cash
180719,Frank,09173297464,,San Francisco,2023-06-21,Electronics,,paypal
446954,Frank,09173053448,,New York,,Electronics,10000.0,cash
146375,Grace,09357059820,,New York,,Home & Kitchen,,debit card
298138,David,09207746568,,,2023-07-11,Electronics,,debit card
977047,Alice,09989678587,,Seattle,2023-11-30,Home & Kitchen,215.83,credit card
955637,Frank,09177881627,,New York,2023-04-12,Home & Kitchen,12.19,debit card
342756,Charlie,09174403563,,,2023-03-12,Books,,credit card
663568,Grace,09179906158,,San Francisco,2023-09-29,Electronics,,debit card
552288,Grace,09352020349,,Los Angeles,2023-04-26,Books,421.27,credit card 
337892,Alice,09201809707,,Los Angeles,2023-03-29,Home & Kitchen,,credit card
344520,Grace,09358584424,40.0,Chicago,,Toys,10000.0,debit card
333449,Grace,09177890831,,Miami,2023-08-21,Home & Kitchen,10000.0,debit card
495987,Bob,09455900106,,Miami,2023-01-17,Home & Kitchen,,cash
829486,Charlie,09178297610,,Houston,2023-08-17,Clothing,,paypal
663049,Eva,09458288042,,Seattle,2023-08-06,Groceries,,paypal
597021,David,09456120101,,Miami,2023-01-29,Toys,,debit card
353490,Alice,09989889440,84.0,Miami,2023-04-17,Toys,,cash
116692,Grace,09207247998,62.0,Houston,2023-06-23,Toys,,debit card
119934,Bob,09202325101,61.0,Seattle,2023-08-30,Home & Kitchen,,paypal
853022,Eva,09457409042,87.0,Seattle,2023-10-16,Sports,,debit card
508222,Charlie,09350082542,,Los Angeles,,Home & Kitchen,307.99,credit card 
226874,Eva,09456626306,,Miami,2023-06-28,Electronics,,debit card
575885,Bob,09354312516,,Chicago,2023-05-10,Electronics,,debit card
339261,Charlie,09454214823,,San Francisco,2023-07-08,Clothing,,paypal
946290,David,09984950560,,Chicago,2023-01-21,Toys,,paypal
144498,Frank,09204079442,,San Francisco,2023-04-23,Home & Kitchen,,
998390,Eva,09177596777,,Houston,2023-04-06,Clothing,,cash
915345,Eva,09986951521,,New York,2023-09-03,Clothing,,credit card
834058,David,09201007501,,San Francisco,2023-11-26,Books,,cash
632648,Grace,09179654319,,San Francisco,2023-09-26,Sports,,paypal
878707,David,09357404850,,San Francisco,2023-04-26,Electronics,,cash
195465,Charlie,09175306280,59.0,Chicago,2023-06-19,Sports,310.31,cash
505025,Henry,09359950396,,Seattle,2023-07-17,Clothing,177.01,cash
933770,Grace,09205846821,,New York,2023-07-16,Clothing,,credit card 
645723,Henry,09452919978,,Miami,,Home & Kitchen,258.52,cash
708017,Henry,09358155033,,Chicago,2023-01-10,Toys,,credit card 
612403,Eva,09179164447,,Seattle,2023-05-26,Home & Kitchen,,cash
427129,David,09176819522,,Los Angeles,2023-11-20,Electronics,,
970422,Henry,09988139591,,Miami,2023-11-07,Clothing,10000.0,debit card
537883,Charlie,09457925256,,San Francisco,2023-10-29,Electronics,,credit card
147697,Eva,09459315714,,New York,2023-06-03,Home & Kitchen,,credit card
626107,Grace,09988243814,,New York,2023-02-18,Toys,397.99,cash
151530,Charlie,09172618568,,Chicago,,Groceries,,paypal
847476,Henry,09459187327,,Los Angeles,2023-05-24,Electronics,,cash
874881,Alice,09204005530,,Miami,2023-12-24,Home & Kitchen,,paypal
832116,Eva,09359220511,,New York,2023-07-07,Groceries,,debit card
334012,Bob,09455594520,,New York,2023-05-05,Books,,paypal
392598,Grace,09981375386,,New York,2023-07-05,Sports,436.06,credit card 
118935,Bob,09205077113,,Miami,,Sports,,cash
373267,Frank,09457677848,,New York,,Home & Kitchen,,paypal
330027,Alice,09170579187,38.0,Los Angeles,2023-11-20,Electronics,10000.0,cash
983052,Frank,09176418196,,San Francisco,,Books,,paypal
922594,Henry,09982087498,90.0,Seattle,2023-05-26,Home & Kitchen,,debit card
868059,Alice,09209993221,41.0,,2023-10-14,Toys,,paypal
445143,Grace,09459789512,,,2023-11-13,Home & Kitchen,10000.0,debit card
634064,Bob,09358485701,,Miami,2023-06-28,Toys,,cash
607751,Alice,09982306635,58.0,San Francisco,2023-02-28,Books,,paypal
810930,Bob,09454628771,,San Francisco,,Clothing,,cash
280313,Grace,09457992053,,New York,2023-05-14,Home & Kitchen,10000.0,cash
525125,Grace,09357205973,,,,Clothing,117.42,debit card
747396,Alice,09450863076,,Seattle,,Groceries,10000.0,credit card 
506965,David,09353177678,,Houston,2023-04-04,Groceries,,cash
219197,David,09171770781,25.0,Chicago,2023-08-07,Groceries,10000.0,credit card
803487,Alice,09202334983,,Houston,2023-03-11,Toys,10000.0,
939792,Charlie,09988403641,,Houston,2023-04-07,Toys,26.03,credit card
772617,Eva,09980930648,,Los Angeles,2023-05-16,Groceries,10000.0,paypal
858836,Alice,09201838034,,San Francisco,,Sports,,cash
600243,Eva,09456570878,,Houston,2023-07-16,Clothing,10000.0,paypal
370108,Frank,09209937279,,Los Angeles,,Home & Kitchen,,cash
461083,Frank,09450595452,,Houston,2023-05-21,Sports,302.58,
768377,Eva,09452316773,,San Francisco,2023-12-20,Groceries,326.73,cash
712904,Bob,09178603433,86.0,Seattle,2023-01-28,Clothing,,debit card
163997,Alice,09980090756,,San Francisco,2023-06-22,Books,,credit card
731121,Bob,09982194812,,,2023-05-15,Clothing,10000.0,paypal
740538,Bob,09981928028,,Los Angeles,2023-01-24,Clothing,163.49,cash
800666,Grace,09454712024,,Miami,,Toys,,debit card
487087,David,09982427336,,Miami,2023-02-01,Sports,,
146451,Charlie,09988721070,,Los Angeles,2023-04-17,Toys,,debit card
870352,Eva,09201508732,,Houston,2023-08-11,Books,129.13,paypal
688307,Bob,09456118671,,Houston,2023-05-19,Groceries,,credit card
667336,Alice,09353735604,,New York,,Home & Kitchen,,credit card
804869,Frank,09208833872,,Miami,2023-11-29,Electronics,,paypal
499711,Alice,09354946555,,New York,,Sports,,credit card
274488,Bob,09453995018,,San Francisco,,Electronics,25.59,debit card
160293,Alice,09174925038,,New York,2023-05-16,Home & Kitchen,262.23,credit card 
644555,Bob,09202787469,,Seattle,,Electronics,,paypal
186099,Bob,09351160074,,New York,,Sports,,cash
784080,Eva,09988978121,,San Francisco,,Groceries,,paypal
646118,Grace,09989583830,,Seattle,2023-02-17,Electronics,,debit card
230437,Frank,09982744764,,New York,2023-11-02,Toys,,cash
184039,Bob,09202535677,,Houston,2023-11-05,Books,,cash
622181,Alice,09350728598,42.0,Los Angeles,2023-02-18,Toys,,
746805,Grace,09455448240,,Miami,2023-02-14,Home & Kitchen,,credit card 
243815,Henry,09982306198,,New York,,Sports,,paypal
590047,Alice,09453666404,,Chicago,2023-07-16,Sports,,debit card
283365,Eva,09177088902,,San Francisco,2023-10-23,Sports,,debit card
772543,David,09200576900,,New York,2023-01-02,Groceries,,
530535,Grace,09206771898,,Houston,2023-06-12,Electronics,,debit card
117237,Eva,09201114307,,Houston,2023-09-08,Clothing,10000.0,debit card
948010,Henry,09456855173,,Houston,2023-12-30,Sports,,cash
537666,Eva,09450160372,,San Francisco,2023-03-31,Home & Kitchen,10000.0,cash
123523,Charlie,09452153585,,Houston,,Clothing,,credit card
477019,Grace,09179906657,,San Francisco,,Books,,cash
180453,David,09171972493,,Chicago,,Sports,,
142218,Alice,09452782671,,New York,2023-08-03,Electronics,,cash
568791,Eva,09353606210,,Miami,2023-06-16,Sports,,debit card
209431,Eva,09170028929,,Houston,2023-10-02,Toys,,cash
745115,Alice,09983070934,,Seattle,,Home & Kitchen,,cash
776305,Eva,09200089466,,New York,,Home & Kitchen,,cash
175807,Bob,09357742270,,Seattle,2023-05-11,Books,454.47,credit card 
429142,Frank,09200022029,,New York,,Clothing,370.47,credit card 
929546,Charlie,09208511429,,Miami,2023-04-11,Toys,,credit card 
162406,Henry,09175322533,,New York,2023-03-31,Electronics,,debit card
996931,Grace,09351197334,,Chicago,2023-12-26,Electronics,210.81,debit card
712161,Eva,09350625787,57.0,San Francisco,2023-04-23,Groceries,,debit card
489616,David,09354361492,,San Francisco,2023-06-04,Toys,,cash
319703,Alice,09179673566,,Miami,2023-11-28,Books,10000.0,
691508,Bob,09454397034,,Seattle,2023-11-15,Electronics,475.57,credit card 
652263,David,09989351896,,New York,,Electronics,,credit card 
125256,Henry,09203464291,,Miami,2023-08-10,Groceries,,cash
647826,Alice,09354896221,,Houston,,Books,,credit card
782088,Bob,09985402470,,Seattle,,Toys,366.01,credit card
527229,Frank,09176096378,,Miami,2023-03-24,Books,,cash
927910,Grace,09171833969,,San Francisco,2023-05-02,Toys,,paypal
545937,Alice,09353895166,,New York,2023-05-01,Electronics,,cash
361713,Charlie,09178341313,,Miami,,Home & Kitchen,,debit card
978075,Frank,09176603168,,San Francisco,2023-09-12,Sports,163.68,paypal
699414,Alice,09354511753,,San Francisco,2023-01-01,Toys,,debit card
561200,Charlie,09351995418,,San Francisco,,Home & Kitchen,10000.0,paypal
765004,Grace,09177957024,,Los Angeles,2023-03-02,Sports,,
322827,David,09206254523,,Chicago,2023-05-17,Clothing,10000.0,debit card
595613,Bob,09450111791,,Seattle,2023-07-16,Electronics,,paypal
520843,Bob,09459521438,,San Francisco,2023-01-19,Books,,debit card
657260,Henry,09358119309,,Chicago,,Toys,10000.0,debit card
551510,Eva,09355707387,,San Francisco,,Clothing,10000.0,credit card
544318,Alice,09176089573,29.0,San Francisco,2023-08-15,Groceries,,debit card
440415,Frank,09174164406,,New York,2023-03-07,Electronics,,paypal
920882,Bob,09179817571,,Houston,2023-07-25,Clothing,433.3,debit card
219047,Grace,09204608376,,,2023-07-06,Groceries,,credit card
424158,Frank,09452637412,,San Francisco,2023-09-18,Toys,,debit card
965343,Henry,09176480530,,San Francisco,2023-10-14,Groceries,424.91,credit card 
250037,Alice,09981181492,,Chicago,2023-04-13,Books,,credit card 
132132,Bob,09451681461,,,2023-04-16,Toys,,debit card
561999,Charlie,09454082537,,San Francisco,2023-12-10,Books,,cash
988819,Charlie,09983682384,,New York,,Books,,debit card
398736,Frank,09989577266,,San Francisco,,Groceries,,credit card
446219,Eva,09451413197,,Houston,2023-06-12,Clothing,,paypal
730734,Frank,09355664929,,Houston,,Electronics,,cash
845973,Bob,09988236068,76.0,New York,2023-03-01,Sports,,debit card
582092,Alice,09176832912,,Miami,2023-07-22,Toys,,cash
502941,Bob,09205455478,,Chicago,,Groceries,,paypal
903836,Eva,09209905866,,New York,2023-01-01,Books,,credit card
766194,Bob,09983277315,,San Francisco,2023-04-09,Home & Kitchen,,debit card
914296,Charlie,09201556144,88.0,San Francisco,2023-11-14,Home & Kitchen,,paypal
438986,Grace,09173016088,,Los Angeles,2023-01-25,Electronics,,paypal
765842,Alice,09203956614,,New York,2023-12-20,Books,392.02,paypal
927052,Eva,09178096303,51.0,,2023-01-11,Books,,debit card
137647,Grace,09201483116,74.0,Los Angeles,2023-04-23,Sports,407.35,debit card
245072,Alice,09209246878,,Seattle,2023-06-05,Electronics,,paypal
183258,Eva,09170792246,,Houston,2023-09-15,Sports,,cash
729922,Frank,09453039191,,San Francisco,2023-06-03,Toys,,cash
628181,Grace,09986215347,69.0,Houston,2023-03-07,Books,10000.0,credit card 
232753,Grace,09209030628,,,2023-09-17,Electronics,,credit card 
823104,Charlie,09987747126,,Chicago,,Home & Kitchen,,
142852,Henry,09201447411,,New York,2023-12-28,Books,,debit card
149704,Charlie,09173726608,,New York,2023-12-16,Electronics,,cash
500385,Frank,09172104925,,,2023-07-06,Clothing,,debit card
654260,Charlie,09981933927,,Chicago,2023-04-02,Electronics,,debit card
305336,David,09454609540,,Seattle,,Home & Kitchen,,paypal
661032,Henry,09986972019,,San Francisco,,Groceries,,
898342,Charlie,09457606232,,Chicago,2023-05-02,Toys,96.89,
862253,Grace,09201845878,,New York,2023-06-21,Books,,credit card
765462,Charlie,09177055853,,New York,,Toys,,paypal
933651,Bob,09207987034,,Miami,2023-09-24,Groceries,,cash
723778,Grace,09200558479,,Houston,2023-02-28,Toys,,credit card
616833,Frank,09450978547,,Miami,2023-03-20,Books,,debit card
221254,Eva,09984003266,,Houston,2023-02-05,Home & Kitchen,311.49,credit card 
132134,Alice,09200708847,,Miami,,Groceries,389.17,debit card
274693,Eva,09203001476,,Los Angeles,2023-11-08,Groceries,230.16,credit card
800027,Charlie,09179375479,,Chicago,,Sports,447.88,debit card
336181,Grace,09171803202,,Chicago,,Sports,191.08,cash
672486,Frank,09352563376,,New York,2023-09-23,Electronics,,
618536,Alice,09455241728,81.0,Miami,2023-04-05,Groceries,,cash
879991,Bob,09352826036,,Chicago,,Toys,27.58,paypal
497554,Frank,09454293489,,New York,,Groceries,,debit card
353759,Bob,09980447777,56.0,Houston,2023-06-09,Clothing,109.63,cash
664492,Eva,09357900590,,Miami,2023-07-13,Electronics,,cash
460981,Charlie,09172020850,,Los Angeles,,Electronics,10000.0,debit card
198503,Bob,09200814140,,Seattle,2023-08-02,Home & Kitchen,10000.0,debit card
386588,Alice,09458999637,,Chicago,,Home & Kitchen,,cash
421439,Grace,09458702627,,Los Angeles,2023-01-02,Books,,
717544,Eva,09987141021,,Los Angeles,2023-01-04,Sports,,
718276,Grace,09353401709,72.0,Miami,2023-06-28,Groceries,,paypal
415674,Grace,09205025196,,Chicago,2023-10-25,Groceries,,paypal
528700,Eva,09981270154,,New York,2023-01-27,Electronics,,paypal
723234,Charlie,09172075393,,Chicago,2023-09-07,Books,160.8,cash
652456,Eva,09452450815,,New York,2023-04-27,Electronics,,debit card
151775,Alice,09983538222,,Los Angeles,,Home & Kitchen,,cash
182504,Bob,09985950343,,Miami,,Electronics,144.74,cash
475738,Henry,09356218034,,Houston,2023-06-21,Home & Kitchen,48.22,cash
767390,Charlie,09200107165,38.0,Seattle,2023-08-31,Sports,,paypal
710205,Charlie,09201319268,,Miami,,Toys,10000.0,credit card 
118135,Eva,09350509408,,Miami,,Clothing,,credit card 
181643,Eva,09455690599,,Los Angeles,2023-02-08,Home & Kitchen,387.93,cash
425499,Grace,09454854752,,San Francisco,2023-02-16,Electronics,,debit card
151931,Henry,09451627872,,San Francisco,2023-11-04,Electronics,,debit card
458731,Bob,09355320273,,Los Angeles,2023-11-18,Books,189.05,cash
837179,Frank,09206896924,,Los Angeles,2023-04-20,Clothing,,debit card
762264,Alice,09200027670,,New York,2023-05-05,Home & Kitchen,,paypal
861816,Bob,09204033008,,San Francisco,,Books,,credit card
974986,Frank,09452009010,,Miami,2023-09-18,Groceries,480.07,credit card 
414350,Eva,09351647400,,Chicago,2023-07-25,Sports,,credit card
570605,Grace,09359432399,,Chicago,2023-03-15,Groceries,,debit card
261394,Charlie,09458308138,,Seattle,2023-12-05,Groceries,10000.0,debit card
907246,Grace,09201762408,,Chicago,2023-01-21,Sports,10000.0,
345019,Charlie,09356933099,,San Francisco,2023-03-25,Home & Kitchen,,debit card
645116,Alice,09985806068,,Miami,,Electronics,,
816335,Alice,09984542645,,Seattle,2023-08-30,Sports,,credit card
514630,Frank,09981586171,,Los Angeles,2023-03-19,Toys,,debit card
102735,Frank,09984828970,,Miami,2023-10-22,Home & Kitchen,,credit card
632627,Henry,09179775548,45.0,New York,2023-07-23,Electronics,,paypal
422860,Bob,09173666769,,Houston,2023-01-16,Books,,paypal
565760,Bob,09201364322,,San Francisco,2023-06-14,Clothing,,cash
956638,David,09200172254,,New York,2023-01-14,Clothing,,cash
107344,Henry,09989946003,,,2023-06-23,Groceries,295.9,credit card
542817,Bob,09358134893,84.0,Seattle,2023-01-01,Books,,credit card 
281614,Frank,09982028814,,New York,,Home & Kitchen,,credit card 
410636,Henry,09984710324,34.0,Seattle,,Home & Kitchen,276.15,cash
627532,Frank,09205177053,,,,Sports,,paypal
430037,Bob,09178577658,43.0,New York,2023-07-12,Groceries,,cash
453362,Frank,09451957944,,San Francisco,,Toys,,cash
112311,Grace,09359170951,,,2023-08-20,Groceries,,paypal
519917,Grace,09351907310,,Houston,,Toys,,cash
410917,Eva,09455701456,,Seattle,2023-11-28,Toys,,cash
158044,Alice,09351848548,,Miami,2023-05-10,Books,10000.0,debit card
931907,Bob,09350902051,,San Francisco,2023-10-27,Sports,,cash
664825,Charlie,09206753056,,Miami,2023-07-29,Electronics,,debit card
254974,Alice,09200165230,,Chicago,2023-01-23,Toys,,
701392,David,09350149346,,Los Angeles,2023-06-11,Clothing,10000.0,credit card
185713,Bob,09456799254,,Houston,2023-07-10,Electronics,10000.0,
625982,Alice,09359255941,,Los Angeles,2023-01-31,Home & Kitchen,10000.0,cash
761672,Bob,09174080516,,Los Angeles,2023-06-26,Electronics,,cash
317236,Frank,09174276492,,San Francisco,2023-05-28,Electronics,10000.0,debit card
647534,Alice,09454451416,,San Francisco,2023-10-21,Books,,cash
623869,Eva,09986545219,,San Francisco,,Home & Kitchen,,cash
609898,Charlie,09207740782,,Houston,2023-06-05,Electronics,,credit card
123198,Charlie,09988044163,,Chicago,2023-07-03,Groceries,,debit card
487234,Eva,09205872260,,Miami,,Books,10000.0,cash
188616,Grace,09173969134,,Seattle,2023-09-22,Groceries,10000.0,paypal
996479,Henry,09986126203,,New York,2023-01-26,Sports,,paypal
654565,Alice,09177760521,,,2023-08-20,Books,,debit card
198970,Bob,09458550518,,Miami,,Toys,289.48,paypal
699375,Alice,09357323645,32.0,Los Angeles,2023-12-01,Electronics,,credit card 
980744,Frank,09451111509,,New York,2023-04-22,Groceries,68.23,credit card
981796,Grace,09451252293,,Chicago,,Toys,,paypal
711879,Charlie,09171721687,,Chicago,,Home & Kitchen,,credit card 
509021,Frank,09358954312,,Chicago,2023-05-19,Sports,,credit card 
420939,Henry,09457242442,,,2023-10-29,Clothing,,cash
740964,Grace,09209671700,,Chicago,2023-12-23,Home & Kitchen,,debit card
788388,David,09174441121,,San Francisco,2023-03-16,Sports,10000.0,cash
416585,Bob,09204456349,,San Francisco,2023-03-21,Home & Kitchen,,debit card
135541,Alice,09176407959,22.0,Seattle,,Groceries,,debit card
232768,Charlie,09454061780,,Chicago,,Home & Kitchen,113.41,
494025,Charlie,09355489074,,New York,,Sports,10000.0,debit card
915953,Henry,09201661340,,Seattle,2023-08-10,Toys,325.17,credit card 
283922,Alice,09457280031,,,2023-09-26,Groceries,,paypal
889512,Henry,09986987746,,Chicago,2023-06-27,Electronics,,cash
469502,Frank,09457862397,,Miami,2023-08-19,Toys,473.12,credit card 
178136,Grace,09353235245,,New York,2023-03-11,Clothing,10000.0,debit card
437289,Henry,09989205712,28.0,,,Electronics,,credit card 
934802,Henry,09982760258,,Houston,2023-02-15,Sports,,cash
240003,Alice,09204374099,,Miami,,Books,,debit card
712654,Eva,09357677152,,Los Angeles,,Home & Kitchen,10000.0,paypal
818685,Grace,09352504132,,Houston,2023-06-11,Clothing,10000.0,debit card
653178,Bob,09456658107,,San Francisco,,Toys,,credit card
795647,Henry,09982372460,,New York,2023-04-10,Books,,credit card 
344066,Henry,09205841067,,San Francisco,2023-02-19,Electronics,,paypal
113720,Frank,09981573884,79.0,New York,,Clothing,,cash
244384,Eva,09358327373,,Seattle,2023-07-01,Electronics,,debit card
877488,Grace,09174021301,,Los Angeles,,Toys,,paypal
135577,Bob,09981900974,,Chicago,2023-05-27,Sports,,credit card
758958,Grace,09354956770,,New York,,Clothing,376.32,credit card
974954,Charlie,09451559756,,Chicago,2023-07-11,Groceries,,paypal
424176,Grace,09983734025,,Chicago,,Books,,
561555,Henry,09209394665,,Seattle,2023-03-22,Groceries,,cash
622047,Grace,09456381524,,New York,2023-07-31,Toys,10000.0,debit card
219824,Grace,09353229238,,Houston,,Books,,cash
340839,Charlie,09456104440,,New York,2023-08-18,Books,,debit card
251132,Henry,09203225964,,Chicago,2023-04-28,Clothing,,paypal
848547,David,09459984761,,Seattle,2023-01-29,Sports,,paypal
203567,Grace,09178319081,,Miami,2023-06-27,Sports,,cash
722254,Henry,09177170547,83.0,Chicago,2023-06-12,Groceries,,cash
454330,Charlie,09208274531,,Seattle,,Electronics,,cash
749913,Bob,09172821221,,Miami,2023-06-12,Groceries,10000.0,cash
339226,Frank,09987860027,,San Francisco,2023-09-15,Sports,,debit card
551963,Henry,09453036021,,Seattle,,Electronics,,debit card
451997,Charlie,09171651777,,Seattle,2023-03-09,Toys,10000.0,debit card
