Transaction ID,Customer Name,Email,Age,City,Transaction Date,Product Category,Amount ($),Payment Method,Review
619917,  David,+63 920.3734764,72,Maimi,2023-05-18,Sprts,1K,debit_card,Text with$pecial@charact3rs!
507401,Charlie,+63 920-331 6251,twenty,New York,24/04/2023,Hme & Kitchen,,Debit Card,
148747,Charlie,0917()915.8529,twenty,Houston,,Clothing,,Credit Card,Some RANDOM capitalization issueS
116884, Bob ,+63 945()595 1372,,,"October 10, 2023",Grocereis,10000,paypal,
189908, frank ,+63 935 9668984,,San Fransisco,2023-04-26,Toys,,debit_card,Data cleaning is necessary...
271661,  David,0920()6563769,,Huston,07/04/2023,Grocereis,three hundred,CASH,!!!Extra punctuation???
332454,  David,0945.223.1024,-5,Huston,,Electronics,,debit_card,Data cleaning is necessary...
145322, Alice ,+63 935.554 7779,44,,2023-06-05,Electrnics,165.35099436619655,credit card ,!!!Extra punctuation???
261590, Alice ,0945.615 0073,twenty,Los Angeles,2023-06-14,Boks,three hundred,debit_card,"Messy,   text with   spaces!"
948706,Grace,0917 859 2888,,Miami,30/10/2023,Groceries,-50,debit_card,!!!Extra punctuation???
242629, Alice ,0998-068-3447,,Miami,2023-01-31,Clothng,1K,Credit Card,"Messy,   text with   spaces!"
836232, Bob ,+63 917 297 4319,-5,New York,"December 28, 2023",Sprts,,,"Messy,   text with   spaces!"
610909,   Henry,+63 998 566()9862,twenty,Los Angeels,2023-08-04,Clothing,268.005057825251,Cash,
106915,  David,+63 945-535 9271,,Seattl,,Books,-50,Credit Card,Text with$pecial@charact3rs!
859364,Eva  ,0998-959-5354,150,Seattle,"November 29, 2023",Toyss,10000,Cash,
437285,Eva  ,0935.512.3576,,Chicago,2023-12-28,Electronics,three hundred,Cash,!!!Extra punctuation???
910498,   Henry,0935-2934795,,New York,,Home & Kitchen,10000,Debit Card, This is a   sample review.  
627622,  David,+63 920-133()0185,-5,Nw York,"June 29, 2023",Boks,,Credit Card,
964165,Grace,+63 945247()2909,,Chicago,"January 17, 2023",Sports,10000,,Data cleaning is necessary...
373978, Alice ,0935-3856500,150,San Francisco,"May 17, 2023",Clothing,421.60496142883954,credit card ,Data cleaning is necessary...
941978,  David,+63 920-2269415,21,San Francisco,"February 14, 2023",Home & Kitchen,-50,debit_card,"Messy,   text with   spaces!"
453467,Charlie,+63 920.795()6433,,Maimi,15/01/2023,Electronics,222.97556130551735,Debit Card,Text with$pecial@charact3rs!
766989, Alice ,+63 920.933 8463,-5,San Francisco,2023-06-24,Clothing,three hundred,Credit Card,
141689, Bob ,0945.057.1703,-5,Huston,22/05/2023,Boks,,,Data cleaning is necessary...
341111, Alice ,+63 917 424 8360,150,New York,"March 09, 2023",Toyss,10000,CASH, This is a   sample review.  
113648,   Henry,+63 917()933-1914,150,New York,"December 11, 2023",Books,10000,Debit Card,Some RANDOM capitalization issueS
219164, frank ,0920.207-0965,,Los Angeels,,Electrnics,-50,CASH,   lots   of   spaces   here  
766386, frank ,0917968.4603,150,Houston,,Home & Kitchen,257.17133891774233,credit card , This is a   sample review.  
936656,  David,0935.7209009,,Houston,28/03/2023,Groceries,281.954703607686,credit card ,Text with$pecial@charact3rs!
744174, Bob ,0945()603-7030,,New York,2023-08-06,Clothing,,,"Messy,   text with   spaces!"
724184,  David,+63 935()448()2392,twenty,Chicago,2023-07-08,Electronics,10000,debit_card,   lots   of   spaces   here  
311511,   Henry,0920926-7385,,Los Angeels,17/11/2023,Groceries,,Debit Card, This is a   sample review.  
421088,Grace,+63 945-541.3016,-5,Los Angeles,,Clothng,,CASH,
906064,  David,+63 935916-8299,37,New York,"January 13, 2023",Groceries,1K,CASH,!!!Extra punctuation???
180719, frank ,0917()329 7464,-5,San Francisco,2023-06-21,Electrnics,-50,paypal,Some RANDOM capitalization issueS
446954, frank ,09173053448,150,Nw York,,Electrnics,10000,CASH, This is a   sample review.  
146375,Grace,0935-7059820,twenty,Nw York,,Hme & Kitchen,three hundred,debit_card,Data cleaning is necessary...
298138,  David,0920.774 6568,,,2023-07-11,Electrnics,-50,Debit Card,
977047, Alice ,0998 967 8587,,Seattle,30/11/2023,Hme & Kitchen,215.8305740888669,Credit Card,Text with$pecial@charact3rs!
955637, frank ,+63 917.7881627,,Nw York,2023-04-12,Home & Kitchen,12.189281638209808,debit_card,!!!Extra punctuation???
342756,Charlie,0917 440()3563,-5,,03/12/2023,Boks,-50,Credit Card, This is a   sample review.  
663568,Grace,0917-990()6158,,San Francisco,29/09/2023,Electrnics,,Debit Card,"Messy,   text with   spaces!"
552288,Grace,+63 935 202.0349,-5,Los Angeels,26/04/2023,Books,421.26501652321923,credit card ,
337892, Alice ,0920180()9707,-5,Los Angeels,"March 29, 2023",Home & Kitchen,-50,Credit Card,!!!Extra punctuation???
344520,Grace,+63 935 858()4424,40,Chcago,,Toys,10000,debit_card,
333449,Grace,09177890831,,Maimi,"August 21, 2023",Hme & Kitchen,10000,debit_card,!!!Extra punctuation???
495987, Bob ,+63 945()590-0106,-5,Miami,17/01/2023,Hme & Kitchen,three hundred,CASH,
829486,Charlie,0917.8297610,twenty,Houston,2023-08-17,Clothng,,paypal,"Messy,   text with   spaces!"
663049,Eva  ,+63 945828.8042,150,Seattl,"August 06, 2023",Grocereis,,PayPal, This is a   sample review.  
597021,  David,+63 945612.0101,,Miami,2023-01-29,Toyss,,debit_card, This is a   sample review.  
353490, Alice ,0998-988.9440,84,Maimi,"April 17, 2023",Toys,,CASH,   lots   of   spaces   here  
116692,Grace,+63 920724()7998,62,Houston,2023-06-23,Toys,three hundred,debit_card,
119934, Bob ,+63 920 232 5101,61,Seattle,2023-08-30,Home & Kitchen,1K,PayPal,
853022,Eva  ,0945-740.9042,87,Seattle,"October 16, 2023",Sprts,-50,Debit Card,"Messy,   text with   spaces!"
508222,Charlie,+63 935 008.2542,,Los Angeles,,Hme & Kitchen,307.9852450470054,credit card ,Some RANDOM capitalization issueS
226874,Eva  ,0945()6626306,,Miami,28/06/2023,Electrnics,-50,Debit Card,Data cleaning is necessary...
575885, Bob ,+63 935-4312516,150,Chcago,"May 10, 2023",Electronics,-50,Debit Card,!!!Extra punctuation???
339261,Charlie,+63 945.421.4823,150,San Fransisco,07/08/2023,Clothng,,paypal,!!!Extra punctuation???
946290,  David,+63 998495 0560,150,Chcago,2023-01-21,Toyss,-50,PayPal,Text with$pecial@charact3rs!
144498, frank ,0920.407-9442,,San Francisco,"April 23, 2023",Hme & Kitchen,1K,,   lots   of   spaces   here  
998390,Eva  ,+63 917759()6777,150,Huston,"April 06, 2023",Clothng,,CASH,Data cleaning is necessary...
915345,Eva  ,0998-695-1521,twenty,Nw York,09/03/2023,Clothing,,Credit Card,Text with$pecial@charact3rs!
834058,  David,0920 100()7501,150,San Fransisco,2023-11-26,Books,,Cash,
632648,Grace,0917965 4319,-5,San Francisco,"September 26, 2023",Sports,1K,PayPal,"Messy,   text with   spaces!"
878707,  David,+63 935()740 4850,150,San Francisco,"April 26, 2023",Electrnics,three hundred,Cash,Text with$pecial@charact3rs!
195465,Charlie,0917 530()6280,59,Chcago,"June 19, 2023",Sports,310.3091386174685,CASH,Text with$pecial@charact3rs!
505025,   Henry,+63 935-995-0396,,Seattl,"July 17, 2023",Clothng,177.01256279080764,CASH,
933770,Grace,+63 920.584 6821,,New York,2023-07-16,Clothing,,credit card ,Text with$pecial@charact3rs!
645723,   Henry,0945-291 9978,,Miami,,Home & Kitchen,258.51989799118826,CASH,Some RANDOM capitalization issueS
708017,   Henry,+63 935.815 5033,,Chcago,01/10/2023,Toys,1K,credit card ,
612403,Eva  ,0917 916 4447,twenty,Seattle,2023-05-26,Hme & Kitchen,,Cash,Text with$pecial@charact3rs!
427129,  David,+63 917.681-9522,-5,Los Angeles,2023-11-20,Electronics,three hundred,, This is a   sample review.  
970422,   Henry,+63 9988139591,-5,Miami,11/07/2023,Clothng,10000,debit_card,"Messy,   text with   spaces!"
537883,Charlie,09457925256,,San Francisco,2023-10-29,Electronics,-50,Credit Card, This is a   sample review.  
147697,Eva  ,0945931-5714,150,Nw York,2023-06-03,Hme & Kitchen,three hundred,Credit Card,Some RANDOM capitalization issueS
626107,Grace,0998.824 3814,,New York,2023-02-18,Toys,397.9858141356812,Cash,
151530,Charlie,+63 917-261.8568,twenty,Chcago,,Groceries,1K,paypal,"Messy,   text with   spaces!"
847476,   Henry,09459187327,twenty,Los Angeles,24/05/2023,Electrnics,1K,Cash,
874881, Alice ,+63 920-400-5530,,Maimi,24/12/2023,Hme & Kitchen,,paypal,!!!Extra punctuation???
832116,Eva  ,0935()9220511,,New York,"July 07, 2023",Groceries,-50,debit_card,!!!Extra punctuation???
334012, Bob ,0945.559.4520,,New York,"May 05, 2023",Books,1K,PayPal,!!!Extra punctuation???
392598,Grace,0998137-5386,,New York,2023-07-05,Sports,436.06339338555625,credit card ,!!!Extra punctuation???
118935, Bob ,0920-507.7113,150,Miami,,Sports,three hundred,Cash,Text with$pecial@charact3rs!
373267, frank ,+63 945767 7848,,Nw York,,Hme & Kitchen,three hundred,PayPal,Data cleaning is necessary...
330027, Alice ,0917057-9187,38,Los Angeels,20/11/2023,Electronics,10000,CASH,!!!Extra punctuation???
983052, frank ,+63 917.641()8196,,San Francisco,,Books,,PayPal,   lots   of   spaces   here  
922594,   Henry,0998208 7498,90,Seattle,"May 26, 2023",Hme & Kitchen,,debit_card,Some RANDOM capitalization issueS
868059, Alice ,0920999.3221,41,,2023-10-14,Toyss,three hundred,paypal,Data cleaning is necessary...
445143,Grace,0945 978.9512,twenty,,13/11/2023,Hme & Kitchen,10000,Debit Card,
634064, Bob ,0935-848.5701,150,Miami,2023-06-28,Toys,,Cash,"Messy,   text with   spaces!"
607751, Alice ,0998.230-6635,58,San Francisco,"February 28, 2023",Books,three hundred,PayPal,Some RANDOM capitalization issueS
810930, Bob ,+63 945.462.8771,150,San Francisco,,Clothing,,Cash,   lots   of   spaces   here  
280313,Grace,+63 945()799-2053,,Nw York,14/05/2023,Hme & Kitchen,10000,Cash,!!!Extra punctuation???
525125,Grace,0935720 5973,-5,,,Clothing,117.42019482365919,debit_card,
747396, Alice ,+63 945086.3076,150,Seattl,,Groceries,10000,credit card ,
506965,  David,0935.317-7678,,Huston,"April 04, 2023",Groceries,three hundred,CASH,!!!Extra punctuation???
219197,  David,0917()177()0781,25,Chcago,08/07/2023,Groceries,10000,Credit Card,"Messy,   text with   spaces!"
803487, Alice ,0920()233-4983,-5,Huston,2023-03-11,Toyss,10000,,"Messy,   text with   spaces!"
939792,Charlie,+63 998840-3641,,Houston,2023-04-07,Toyss,26.034979479974336,Credit Card,Some RANDOM capitalization issueS
772617,Eva  ,+63 998093()0648,,Los Angeles,16/05/2023,Grocereis,10000,PayPal, This is a   sample review.  
858836, Alice ,0920-183()8034,twenty,San Fransisco,,Sports,-50,CASH,   lots   of   spaces   here  
600243,Eva  ,0945()6570878,,Huston,16/07/2023,Clothing,10000,PayPal,Text with$pecial@charact3rs!
370108, frank ,+63 920 993()7279,,Los Angeles,,Home & Kitchen,,Cash,
461083, frank ,0945()059-5452,,Huston,2023-05-21,Sprts,302.5752056106864,,
768377,Eva  ,+63 945()231.6773,twenty,San Fransisco,20/12/2023,Groceries,326.730538772555,Cash,
712904, Bob ,0917-860-3433,86,Seattl,28/01/2023,Clothng,,debit_card,
163997, Alice ,+63 998 0090756,150,San Francisco,2023-06-22,Books,three hundred,Credit Card,!!!Extra punctuation???
731121, Bob ,0998.219-4812,,,2023-05-15,Clothng,10000,PayPal, This is a   sample review.  
740538, Bob ,0998.192.8028,-5,Los Angeles,"January 24, 2023",Clothing,163.49092490296928,CASH,
800666,Grace,0945-4712024,-5,Maimi,,Toyss,-50,debit_card,
487087,  David,+63 998 242()7336,,Maimi,"February 01, 2023",Sports,1K,,"Messy,   text with   spaces!"
146451,Charlie,+63 998-872 1070,,Los Angeels,2023-04-17,Toys,,Debit Card,!!!Extra punctuation???
870352,Eva  ,0920-150-8732,twenty,Houston,08/11/2023,Boks,129.1325490757232,paypal,   lots   of   spaces   here  
688307, Bob ,+63 945()6118671,150,Houston,2023-05-19,Grocereis,,Credit Card,   lots   of   spaces   here  
667336, Alice ,0935-373()5604,150,Nw York,,Home & Kitchen,,Credit Card,!!!Extra punctuation???
804869, frank ,+63 920()883()3872,150,Miami,2023-11-29,Electronics,1K,paypal,Data cleaning is necessary...
499711, Alice ,0935()494-6555,,Nw York,,Sports,,Credit Card,Some RANDOM capitalization issueS
274488, Bob ,+63 945.399.5018,,San Francisco,,Electronics,25.5893517288644,Debit Card, This is a   sample review.  
160293, Alice ,+63 917-4925038,twenty,New York,2023-05-16,Hme & Kitchen,262.2261709938077,credit card ,   lots   of   spaces   here  
644555, Bob ,+63 920-278.7469,,Seattle,,Electrnics,-50,paypal,"Messy,   text with   spaces!"
186099, Bob ,+63 935-1160074,150,Nw York,,Sports,1K,Cash,"Messy,   text with   spaces!"
784080,Eva  ,+63 998897.8121,,San Francisco,,Groceries,three hundred,PayPal,Data cleaning is necessary...
646118,Grace,+63 998.958 3830,150,Seattl,"February 17, 2023",Electrnics,,debit_card,   lots   of   spaces   here  
230437, frank ,0998 274()4764,,Nw York,2023-11-02,Toyss,three hundred,Cash,Text with$pecial@charact3rs!
184039, Bob ,+63 920.253()5677,150,Huston,"November 05, 2023",Books,1K,Cash,   lots   of   spaces   here  
622181, Alice ,+63 935.072 8598,42,Los Angeles,2023-02-18,Toyss,-50,,Some RANDOM capitalization issueS
746805,Grace,+63 945-544.8240,,Maimi,2023-02-14,Home & Kitchen,,credit card ,
243815,   Henry,+63 998-2306198,twenty,New York,,Sprts,,paypal,"Messy,   text with   spaces!"
590047, Alice ,+63 945.3666404,,Chicago,2023-07-16,Sports,-50,Debit Card,   lots   of   spaces   here  
283365,Eva  ,0917708 8902,,San Francisco,"October 23, 2023",Sprts,1K,debit_card,Some RANDOM capitalization issueS
772543,  David,0920057 6900,150,Nw York,2023-01-02,Grocereis,1K,,Data cleaning is necessary...
530535,Grace,+63 920-677.1898,twenty,Houston,"June 12, 2023",Electronics,1K,debit_card,Text with$pecial@charact3rs!
117237,Eva  ,+63 920-111.4307,,Huston,09/08/2023,Clothng,10000,debit_card,
948010,   Henry,+63 945.685 5173,twenty,Huston,30/12/2023,Sports,1K,Cash,   lots   of   spaces   here  
537666,Eva  ,0945 0160372,-5,San Francisco,31/03/2023,Home & Kitchen,10000,Cash,Some RANDOM capitalization issueS
123523,Charlie,+63 945215.3585,,Houston,,Clothing,,Credit Card,"Messy,   text with   spaces!"
477019,Grace,0917.990-6657,,San Fransisco,,Boks,-50,Cash,!!!Extra punctuation???
180453,  David,+63 917()197.2493,,Chicago,,Sports,,,Some RANDOM capitalization issueS
142218, Alice ,0945-278-2671,twenty,Nw York,"August 03, 2023",Electrnics,-50,Cash,Data cleaning is necessary...
568791,Eva  ,0935.360()6210,-5,Miami,16/06/2023,Sports,,debit_card,Data cleaning is necessary...
209431,Eva  ,0917()002-8929,,Huston,2023-10-02,Toyss,,CASH,!!!Extra punctuation???
745115, Alice ,+63 998.307()0934,twenty,Seattl,,Home & Kitchen,-50,CASH,!!!Extra punctuation???
776305,Eva  ,0920008 9466,150,Nw York,,Home & Kitchen,1K,Cash,
175807, Bob ,+63 935774.2270,-5,Seattl,05/11/2023,Boks,454.4705450479018,credit card ,
429142, frank ,+63 920.002-2029,,New York,,Clothng,370.46872208892717,credit card ,
929546,Charlie,+63 920.851()1429,,Maimi,2023-04-11,Toys,,credit card ,   lots   of   spaces   here  
162406,   Henry,0917()532()2533,twenty,Nw York,"March 31, 2023",Electronics,,Debit Card,Text with$pecial@charact3rs!
996931,Grace,0935119()7334,150,Chicago,2023-12-26,Electrnics,210.8149645948549,debit_card,!!!Extra punctuation???
712161,Eva  ,+63 935-0625787,57,San Francisco,23/04/2023,Grocereis,,debit_card,"Messy,   text with   spaces!"
489616,  David,0935.436()1492,,San Fransisco,2023-06-04,Toyss,,CASH,
319703, Alice ,+63 917()967()3566,,Miami,28/11/2023,Boks,10000,,
691508, Bob ,+63 945.439.7034,twenty,Seattle,2023-11-15,Electrnics,475.57098784729135,credit card ,!!!Extra punctuation???
652263,  David,0998-935-1896,-5,Nw York,,Electronics,three hundred,credit card ,Some RANDOM capitalization issueS
125256,   Henry,0920()346 4291,,Maimi,2023-08-10,Grocereis,,Cash,   lots   of   spaces   here  
647826, Alice ,+63 935.489()6221,-5,Huston,,Books,-50,Credit Card,"Messy,   text with   spaces!"
782088, Bob ,0998 540 2470,,Seattle,,Toys,366.01227235494065,Credit Card,
527229, frank ,+63 917609()6378,,Miami,24/03/2023,Books,three hundred,CASH,
927910,Grace,0917()183 3969,-5,San Francisco,05/02/2023,Toys,1K,PayPal,"Messy,   text with   spaces!"
545937, Alice ,+63 935389-5166,150,Nw York,05/01/2023,Electronics,-50,CASH,
361713,Charlie,0917 834-1313,,Miami,,Home & Kitchen,1K,debit_card,
978075, frank ,0917660.3168,,San Francisco,09/12/2023,Sprts,163.6842746109882,PayPal,!!!Extra punctuation???
699414, Alice ,0935()451 1753,twenty,San Fransisco,01/01/2023,Toys,,debit_card,Some RANDOM capitalization issueS
561200,Charlie,0935-199.5418,,San Francisco,,Home & Kitchen,10000,PayPal,Text with$pecial@charact3rs!
765004,Grace,+63 917-795()7024,-5,Los Angeles,03/02/2023,Sprts,1K,, This is a   sample review.  
322827,  David,+63 920-625.4523,twenty,Chcago,"May 17, 2023",Clothng,10000,Debit Card,Text with$pecial@charact3rs!
595613, Bob ,0945 011 1791,twenty,Seattle,16/07/2023,Electronics,,PayPal, This is a   sample review.  
520843, Bob ,0945-952-1438,twenty,San Francisco,2023-01-19,Boks,1K,Debit Card,!!!Extra punctuation???
657260,   Henry,0935 811.9309,,Chicago,,Toys,10000,Debit Card,   lots   of   spaces   here  
551510,Eva  ,0935.570 7387,,San Francisco,,Clothing,10000,Credit Card,
544318, Alice ,+63 917()6089573,29,San Francisco,2023-08-15,Groceries,-50,debit_card,Text with$pecial@charact3rs!
440415, frank ,+63 917416-4406,,New York,2023-03-07,Electronics,three hundred,PayPal,!!!Extra punctuation???
920882, Bob ,+63 917 981()7571,150,Huston,25/07/2023,Clothng,433.2999882573049,debit_card,
219047,Grace,0920-460()8376,-5,,07/06/2023,Groceries,,Credit Card,
424158, frank ,+63 945.263.7412,twenty,San Fransisco,18/09/2023,Toyss,,debit_card,"Messy,   text with   spaces!"
965343,   Henry,+63 917648-0530,,San Francisco,14/10/2023,Grocereis,424.9131303699899,credit card ,
250037, Alice ,+63 998.1181492,,Chcago,13/04/2023,Books,,credit card ,Text with$pecial@charact3rs!
132132, Bob ,+63 945 1681461,-5,,16/04/2023,Toyss,three hundred,Debit Card, This is a   sample review.  
561999,Charlie,09454082537,twenty,San Fransisco,"December 10, 2023",Books,-50,Cash, This is a   sample review.  
988819,Charlie,0998()3682384,150,New York,,Boks,-50,Debit Card,   lots   of   spaces   here  
398736, frank ,+63 998()9577266,twenty,San Fransisco,,Grocereis,,Credit Card,"Messy,   text with   spaces!"
446219,Eva  ,0945.141.3197,150,Houston,06/12/2023,Clothing,-50,paypal,!!!Extra punctuation???
730734, frank ,+63 935.5664929,,Houston,,Electronics,three hundred,CASH,
845973, Bob ,+63 998.823 6068,76,Nw York,03/01/2023,Sports,1K,Debit Card,Text with$pecial@charact3rs!
582092, Alice ,0917.683.2912,twenty,Miami,"July 22, 2023",Toyss,1K,CASH,Data cleaning is necessary...
502941, Bob ,0920 545()5478,-5,Chcago,,Groceries,,PayPal,Text with$pecial@charact3rs!
903836,Eva  ,0920()990-5866,150,New York,01/01/2023,Boks,,Credit Card,Text with$pecial@charact3rs!
766194, Bob ,+63 998-327 7315,twenty,San Francisco,"April 09, 2023",Home & Kitchen,1K,Debit Card,Data cleaning is necessary...
914296,Charlie,+63 920-1556144,88,San Francisco,"November 14, 2023",Hme & Kitchen,1K,PayPal,Text with$pecial@charact3rs!
438986,Grace,+63 917301 6088,twenty,Los Angeles,2023-01-25,Electronics,three hundred,paypal,"Messy,   text with   spaces!"
765842, Alice ,+63 920 395()6614,150,New York,"December 20, 2023",Boks,392.02140562589545,PayPal,Text with$pecial@charact3rs!
927052,Eva  ,0917()809 6303,51,,2023-01-11,Books,,debit_card,
137647,Grace,0920()1483116,74,Los Angeels,"April 23, 2023",Sports,407.34869246571077,Debit Card,"Messy,   text with   spaces!"
245072, Alice ,0920()924-6878,twenty,Seattle,2023-06-05,Electrnics,1K,paypal,"Messy,   text with   spaces!"
183258,Eva  ,0917.0792246,,Houston,15/09/2023,Sports,-50,Cash,   lots   of   spaces   here  
729922, frank ,+63 945.303.9191,150,San Francisco,06/03/2023,Toys,,CASH,   lots   of   spaces   here  
628181,Grace,0998 621()5347,69,Huston,03/07/2023,Books,10000,credit card ,"Messy,   text with   spaces!"
232753,Grace,0920 903-0628,twenty,,17/09/2023,Electronics,,credit card ,Some RANDOM capitalization issueS
823104,Charlie,09987747126,,Chcago,,Hme & Kitchen,three hundred,,"Messy,   text with   spaces!"
142852,   Henry,+63 920.144.7411,,New York,28/12/2023,Books,,Debit Card,   lots   of   spaces   here  
149704,Charlie,0917()372.6608,,Nw York,16/12/2023,Electronics,,Cash,   lots   of   spaces   here  
500385, frank ,+63 917.210 4925,twenty,,07/06/2023,Clothng,-50,debit_card,
654260,Charlie,0998-193-3927,,Chcago,"April 02, 2023",Electrnics,three hundred,Debit Card,"Messy,   text with   spaces!"
305336,  David,0945-460()9540,,Seattle,,Hme & Kitchen,,PayPal,Data cleaning is necessary...
661032,   Henry,+63 998-697()2019,150,San Fransisco,,Groceries,,,Data cleaning is necessary...
898342,Charlie,0945.760()6232,150,Chcago,05/02/2023,Toys,96.88688116352719,,
862253,Grace,0920.184()5878,-5,New York,2023-06-21,Boks,1K,Credit Card,Some RANDOM capitalization issueS
765462,Charlie,+63 917 705-5853,150,New York,,Toys,,paypal, This is a   sample review.  
933651, Bob ,0920-798 7034,,Miami,24/09/2023,Groceries,three hundred,CASH,"Messy,   text with   spaces!"
723778,Grace,+63 920 055-8479,-5,Houston,"February 28, 2023",Toyss,three hundred,Credit Card,!!!Extra punctuation???
616833, frank ,+63 945()0978547,,Maimi,2023-03-20,Books,,Debit Card,
221254,Eva  ,+63 998 400.3266,,Houston,2023-02-05,Hme & Kitchen,311.4887966591766,credit card ,!!!Extra punctuation???
132134, Alice ,+63 920 070.8847,,Miami,,Grocereis,389.16981282317545,debit_card,
274693,Eva  ,0920()300()1476,-5,Los Angeels,"November 08, 2023",Groceries,230.16153456040985,Credit Card,!!!Extra punctuation???
800027,Charlie,0917937 5479,,Chicago,,Sports,447.8835132193511,debit_card,"Messy,   text with   spaces!"
336181,Grace,0917.1803202,,Chicago,,Sports,191.07506088095002,Cash,   lots   of   spaces   here  
672486, frank ,+63 935256 3376,-5,Nw York,2023-09-23,Electrnics,three hundred,, This is a   sample review.  
618536, Alice ,+63 945 524 1728,81,Maimi,"April 05, 2023",Grocereis,three hundred,Cash,
879991, Bob ,+63 935()282()6036,twenty,Chicago,,Toyss,27.580255669406597,paypal,
497554, frank ,0945 429.3489,,Nw York,,Grocereis,three hundred,debit_card,Some RANDOM capitalization issueS
353759, Bob ,+63 998-044.7777,56,Huston,"June 09, 2023",Clothing,109.62680337775697,CASH,   lots   of   spaces   here  
664492,Eva  ,+63 935790.0590,,Miami,13/07/2023,Electronics,,Cash,
460981,Charlie,+63 917-202-0850,,Los Angeels,,Electronics,10000,Debit Card,Data cleaning is necessary...
198503, Bob ,0920()0814140,150,Seattl,2023-08-02,Home & Kitchen,10000,Debit Card,Some RANDOM capitalization issueS
386588, Alice ,+63 945899.9637,-5,Chicago,,Hme & Kitchen,,CASH,
421439,Grace,0945-870-2627,,Los Angeels,"January 02, 2023",Books,-50,,
717544,Eva  ,0998714.1021,,Los Angeels,01/04/2023,Sports,,,
718276,Grace,+63 935 340-1709,72,Maimi,2023-06-28,Grocereis,-50,PayPal,"Messy,   text with   spaces!"
415674,Grace,+63 920.502()5196,,Chicago,2023-10-25,Groceries,three hundred,paypal, This is a   sample review.  
528700,Eva  ,0998-127()0154,150,New York,27/01/2023,Electrnics,,paypal,Some RANDOM capitalization issueS
723234,Charlie,0917.207-5393,-5,Chicago,09/07/2023,Books,160.80239269322666,Cash,Data cleaning is necessary...
652456,Eva  ,0945()2450815,-5,New York,27/04/2023,Electronics,,Debit Card,"Messy,   text with   spaces!"
151775, Alice ,0998()353()8222,150,Los Angeels,,Hme & Kitchen,three hundred,Cash, This is a   sample review.  
182504, Bob ,0998.595 0343,,Miami,,Electrnics,144.737314936052,CASH,Data cleaning is necessary...
475738,   Henry,+63 935()621-8034,,Huston,2023-06-21,Hme & Kitchen,48.221789694826725,CASH,!!!Extra punctuation???
767390,Charlie,+63 920-0107165,38,Seattle,"August 31, 2023",Sports,1K,paypal,Text with$pecial@charact3rs!
710205,Charlie,0920-131()9268,150,Miami,,Toys,10000,credit card ,Data cleaning is necessary...
118135,Eva  ,0935.050.9408,,Maimi,,Clothing,,credit card ,!!!Extra punctuation???
181643,Eva  ,0945569-0599,-5,Los Angeels,02/08/2023,Home & Kitchen,387.9300870684132,Cash,!!!Extra punctuation???
425499,Grace,0945 485.4752,twenty,San Fransisco,16/02/2023,Electronics,-50,debit_card,
151931,   Henry,+63 945162 7872,twenty,San Francisco,2023-11-04,Electrnics,-50,Debit Card, This is a   sample review.  
458731, Bob ,+63 935()532 0273,twenty,Los Angeels,18/11/2023,Boks,189.05323200778577,Cash,   lots   of   spaces   here  
837179, frank ,0920.689.6924,,Los Angeels,"April 20, 2023",Clothing,1K,debit_card,Some RANDOM capitalization issueS
762264, Alice ,0920 002-7670,,New York,"May 05, 2023",Hme & Kitchen,three hundred,PayPal,!!!Extra punctuation???
861816, Bob ,+63 920 403-3008,150,San Francisco,,Boks,1K,Credit Card,
974986, frank ,+63 945 200 9010,,Maimi,2023-09-18,Grocereis,480.0702922953465,credit card ,!!!Extra punctuation???
414350,Eva  ,0935 164()7400,twenty,Chcago,25/07/2023,Sports,three hundred,Credit Card,Data cleaning is necessary...
570605,Grace,0935 943()2399,twenty,Chcago,15/03/2023,Grocereis,-50,debit_card,
261394,Charlie,0945830 8138,,Seattle,12/05/2023,Groceries,10000,debit_card,Some RANDOM capitalization issueS
907246,Grace,0920.176()2408,twenty,Chcago,"January 21, 2023",Sports,10000,,!!!Extra punctuation???
345019,Charlie,0935-693 3099,150,San Fransisco,2023-03-25,Hme & Kitchen,three hundred,debit_card, This is a   sample review.  
645116, Alice ,0998 5806068,,Maimi,,Electrnics,1K,,Data cleaning is necessary...
816335, Alice ,+63 998()454.2645,-5,Seattl,2023-08-30,Sports,,Credit Card,
514630, frank ,+63 998.158()6171,twenty,Los Angeels,19/03/2023,Toyss,three hundred,Debit Card,   lots   of   spaces   here  
102735, frank ,0998-482 8970,,Maimi,22/10/2023,Hme & Kitchen,1K,Credit Card,Some RANDOM capitalization issueS
632627,   Henry,+63 917977.5548,45,New York,23/07/2023,Electrnics,,PayPal,Some RANDOM capitalization issueS
422860, Bob ,0917.366()6769,,Huston,"January 16, 2023",Boks,,PayPal,
565760, Bob ,0920 136()4322,,San Fransisco,2023-06-14,Clothing,-50,Cash,
956638,  David,+63 920-0172254,,Nw York,14/01/2023,Clothing,,CASH,Text with$pecial@charact3rs!
107344,   Henry,+63 9989946003,150,,"June 23, 2023",Grocereis,295.9048100385165,Credit Card, This is a   sample review.  
542817, Bob ,+63 935.813-4893,84,Seattl,01/01/2023,Books,three hundred,credit card ,"Messy,   text with   spaces!"
281614, frank ,0998 202()8814,,Nw York,,Hme & Kitchen,-50,credit card ,Data cleaning is necessary...
